loan_amnt,term,int_rate,installment,grade,emp_length,annual_inc,issue_d,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,fico_score,initial_list_status_w,'application_type_Joint App',ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,diff_issue_d_earliest_cr_line,ratio_pub_rec_diff_issue_d_earliest_cr_line,ratio_pub_rec_bankruptcies_diff_issue_d_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not_Verified,verification_status_Source_Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,class
9575,36,6.62,293.99,1,0,87500,201311,15.84,200106,9,0,24486,58,22,0,0,737,0,0,0.109429,0.409091,149,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25200,36,10.99,824.9,2,10,95000,201510,18.27,200508,9,0,25766,81.3,18,5,0,662,1,0,0.265263,0.5,122,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11350,36,18.99,415.99,4,4,140000,201603,17.8,200406,13,1,719,11,27,5,1,662,1,0,0.081071,0.481481,141,0.007092,0.007092,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7500,36,11.53,247.43,2,10,58000,201504,17.55,200005,5,1,0,0,31,4,1,667,1,0,0.12931,0.16129,179,0.005587,0.005587,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7400,36,8.9,234.98,1,1,34000,201401,24.46,200008,24,0,10845,25.7,49,0,0,732,0,0,0.217647,0.489796,161,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,36,16.29,529.51,4,6,150000,201603,9.32,200210,8,0,17061,44.3,29,0,0,667,0,0,0.1,0.275862,161,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,36,9.8,965.21,2,10,140000,201601,11.38,198507,10,0,108968,80.3,25,3,0,687,1,0,0.214286,0.4,366,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10325,36,13.53,350.54,2,2,39000,201402,20.43,200106,7,1,830,12.6,25,3,1,682,1,0,0.264744,0.28,152,0.006579,0.006579,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9025,36,19.99,335.36,5,2,26000,201502,11.31,200309,16,0,2070,50.5,16,0,0,662,0,0,0.347115,1,137,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9100,36,22.15,348.24,5,10,51033,201407,18.09,200208,11,0,8366,57.3,16,2,0,672,1,0,0.178316,0.6875,143,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,36,15.61,1223.77,4,10,110000,201410,21.32,200011,9,0,22743,71.3,33,2,0,717,1,0,0.318182,0.272727,167,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,36,15.61,524.48,3,1,55000,201404,10.26,199707,5,0,8235,88.5,30,4,0,667,1,0,0.272727,0.166667,201,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2800,36,13.99,95.69,3,10,44800,201507,24.89,200001,13,0,4483,32,44,6,0,667,1,0,0.0625,0.295455,186,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16500,60,20.2,438.99,5,3,46200,201407,26.94,199211,6,0,8528,79.7,15,0,0,667,0,0,0.357143,0.4,260,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,36,8.39,252.14,1,10,98700,201408,20.6,199005,15,0,26113,60.6,32,2,0,727,0,0,0.081054,0.46875,291,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9600,36,12.29,320.19,3,1,32000,201509,17.86,200607,13,0,4097,13,25,0,0,712,0,0,0.3,0.52,110,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,60,14.99,594.62,3,6,102000,201406,16.29,199906,10,0,35413,82.4,23,0,0,682,1,0,0.245098,0.434783,180,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,12.99,336.9,3,3,32000,201410,12.08,200312,12,0,7485,75.6,28,1,0,687,0,0,0.3125,0.428571,130,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,36,10.15,582.08,2,10,80000,201408,20.58,199803,5,0,2792,34.9,29,3,0,722,0,0,0.225,0.172414,197,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,36,9.99,225.84,2,10,104001,201508,23.22,199803,15,0,19643,38.7,37,1,0,707,1,0,0.067307,0.405405,209,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,36,6.99,493.97,1,6,84000,201501,23.3,199109,16,0,28896,30,30,6,0,747,1,0,0.190476,0.533333,280,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10800,60,24.99,316.94,6,10,64000,201505,9.19,200205,7,1,15205,61.3,10,0,1,667,0,0,0.16875,0.7,156,0.00641,0.00641,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000,36,13.67,850.44,2,10,125000,201311,6.57,198109,10,0,15835,59.5,25,5,0,712,0,0,0.2,0.4,386,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24125,36,12.49,806.96,2,6,55000,201408,26.39,200205,7,1,6199,57.9,21,0,0,677,0,0,0.438636,0.333333,147,0.006803,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33000,36,7.89,1032.43,1,10,170000,201511,11.89,199502,14,0,104349,62.9,38,4,0,702,1,0,0.194118,0.368421,249,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,36,19.52,922.99,4,4,134000,201311,20.24,199305,21,1,13376,67.6,61,3,1,662,0,0,0.186567,0.344262,246,0.004065,0.004065,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,5.32,361.38,1,10,50000,201507,20.09,199511,21,0,11207,33.7,31,0,0,732,1,0,0.24,0.677419,236,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,36,15.31,174.09,3,3,45000,201302,17.36,200608,10,0,5148,73.5,18,0,0,662,0,0,0.111111,0.555556,78,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,36,12.29,100.06,3,5,34000,201504,22.94,199709,9,1,7053,51.5,32,1,1,667,0,0,0.088235,0.28125,211,0.004739,0.004739,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000,36,6.89,246.62,1,7,175000,201508,8.67,199211,12,0,26897,34.8,27,5,0,772,1,0,0.045714,0.444444,273,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28000,36,5.32,843.22,1,0,150000,201508,10.18,199503,19,1,18834,30.5,32,1,1,707,1,0,0.186667,0.59375,245,0.004082,0.004082,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24000,60,9.17,500.19,2,10,68000,201504,21.16,198308,10,0,9590,17.5,24,1,0,812,1,0,0.352941,0.416667,380,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,36,13.35,169.32,3,10,75000,201410,13.22,200209,7,0,15364,38.6,8,0,0,677,0,0,0.066667,0.875,145,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,60,13.59,368.9,3,10,61000,201707,25.95,200501,20,0,4196,11.8,43,2,0,772,1,0,0.262295,0.465116,150,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000,36,5.32,361.38,1,8,60000,201507,17.5,200503,11,0,11981,43.7,16,1,0,707,1,0,0.2,0.6875,124,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,36,23.5,116.92,6,10,50000,201307,1.56,200912,3,0,1436,89.7,3,0,0,677,0,0,0.06,1,43,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4000,36,19.03,146.69,4,0,60000,201708,22.96,199903,10,1,12382,87.8,42,3,1,662,1,1,0.066667,0.238095,221,0.004525,0.004525,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,36,7.89,938.57,1,10,65000,201603,32.68,199206,10,0,7343,27.8,22,0,0,772,1,0,0.461538,0.454545,285,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3000,36,14.31,102.99,3,0,27600,201501,1.65,200405,5,0,746,10.7,15,1,0,677,1,0,0.108696,0.333333,128,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14000,60,13.33,320.92,3,3,90000,201510,16.19,200107,14,0,25815,62.1,19,1,0,722,1,0,0.155556,0.736842,171,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000,36,12.99,269.52,3,4,85000,201408,26.38,200702,34,0,11599,27.8,61,2,0,692,1,0,0.094118,0.557377,90,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13000,36,10.75,424.07,2,7,65000,201602,17.41,200211,16,0,13341,18.1,18,0,0,737,1,0,0.2,0.888889,159,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22500,60,9.43,471.78,2,10,145525,201803,17.02,197708,13,0,13570,50.1,37,3,0,737,1,0,0.154613,0.351351,487,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28000,36,13.98,956.71,3,10,120620,201407,15.51,198901,17,0,37884,44.5,29,4,0,667,0,0,0.232134,0.586207,306,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14400,60,8.19,293.3,1,10,60000,201411,14.3,198601,9,0,15056,48.6,26,3,0,737,1,0,0.24,0.346154,346,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10550,36,17.57,379.14,4,10,30000,201506,27.92,201008,4,0,8840,84.2,10,0,0,682,0,0,0.351667,0.4,58,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,10.99,654.68,2,10,70000,201510,14.62,200004,11,1,18676,84.9,33,1,1,662,1,0,0.285714,0.333333,186,0.005376,0.005376,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,60,15.59,289.21,3,1,138400,201606,21.73,200208,15,1,15055,63,33,5,0,682,1,0,0.086705,0.454545,166,0.006024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,36,7.91,938.85,1,2,100000,201512,17.66,200507,13,0,18802,52.4,21,5,0,697,1,0,0.3,0.619048,125,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1500,36,10.42,48.7,2,2,32000,201707,16.73,199811,11,0,5632,61.2,17,0,0,667,0,0,0.046875,0.647059,224,0,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,5.32,602.3,1,6,72000,201507,23.7,199004,20,0,33152,34.7,46,5,0,737,1,0,0.277778,0.434783,303,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4800,36,20.2,178.88,4,3,66000,201310,28.36,200309,17,0,9232,63.7,32,0,0,682,1,0,0.072727,0.53125,121,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,36,7.89,1095,1,2,108425,201512,11,200107,5,0,43180,63,14,3,0,697,1,0,0.322804,0.357143,173,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,36,12.99,707.48,2,10,90000,201311,12.01,199803,5,0,19236,95.7,19,1,0,682,1,0,0.233333,0.263158,188,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7500,36,5.32,225.87,1,9,110000,201507,22.97,200410,12,0,33802,63.4,32,2,0,692,1,0,0.068182,0.375,129,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,36,13.99,273.39,3,9,100000,201606,22.79,200411,22,0,14525,23.8,36,3,0,677,1,0,0.08,0.611111,139,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2200,36,10.49,71.5,2,1,65000,201702,16.12,200509,10,0,3892,22,16,0,0,782,0,0,0.033846,0.625,137,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10400,36,12.74,349.12,3,0,86000,201703,27.97,199908,9,0,19505,89.1,21,3,0,737,1,0,0.12093,0.428571,211,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27375,36,15.31,953.13,3,10,220000,201606,16.07,199204,9,0,20813,71,18,0,0,672,0,0,0.124432,0.5,290,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1375,36,15.59,48.07,4,2,35000,201501,10.84,200807,8,0,1787,31.4,16,0,0,672,0,0,0.039286,0.5,78,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24000,36,11.47,791.09,2,10,70000,201606,18.15,199904,11,0,15387,63.1,27,3,0,672,1,0,0.342857,0.407407,206,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,10.15,388.06,2,10,130000,201405,13.29,199710,18,0,9251,35.9,44,5,0,682,0,0,0.092308,0.409091,199,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7800,36,11.99,259.04,3,10,42000,201512,2.63,200110,8,0,1291,14.2,16,0,0,677,1,0,0.185714,0.5,170,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16500,36,15.61,576.92,4,10,40000,201503,23.49,200312,7,0,11414,35.2,15,4,0,692,0,0,0.4125,0.466667,135,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,36,13.98,136.68,3,0,27000,201405,11.02,200611,7,0,3699,25.7,12,0,0,672,1,0,0.148148,0.583333,90,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11175,60,17.57,281.17,4,3,62000,201511,2.52,201003,12,2,4195,45.6,19,0,0,692,1,0,0.180242,0.631579,68,0.029412,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,60,9.17,333.46,2,3,70000,201507,30.43,198308,9,0,14194,87.1,39,4,0,692,1,0,0.228571,0.230769,383,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,60,14.46,423.14,3,6,65000,201604,23.06,199111,14,0,9466,75.1,27,0,0,702,1,0,0.276923,0.518519,293,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,36,8.18,188.52,2,0,36000,201503,8.37,199210,12,0,12107,17,16,0,0,762,0,0,0.166667,0.75,269,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5250,36,11.99,174.36,2,5,137500,201501,14.52,201007,10,0,5410,14.4,11,1,0,742,0,0,0.038182,0.909091,54,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13275,60,17.57,334.01,4,0,52696,201505,31.09,200304,13,0,12783,70.2,23,1,0,677,0,0,0.251917,0.565217,145,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,60,20.5,267.73,5,10,72000,201401,14.12,200401,9,0,5592,80,19,7,0,672,0,0,0.138889,0.473684,120,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000,36,7.89,375.43,1,0,70000,201506,7.37,198409,7,0,6987,21.7,21,0,0,702,1,0,0.171429,0.333333,369,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000,36,12.49,367.94,2,6,43000,201407,27.63,199511,7,2,5687,64.6,11,0,2,682,1,0,0.255814,0.636364,224,0.008929,0.008929,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13000,36,12.49,434.84,2,2,54000,201407,13.49,199201,13,0,13714,62.9,33,5,0,682,0,0,0.240741,0.393939,270,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,60,19.47,262,4,2,50000,201402,23.02,200506,9,1,3950,75,17,0,1,662,0,0,0.2,0.529412,104,0.009615,0.009615,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3300,36,15.31,114.9,3,10,25000,201606,18.92,199506,11,1,3920,32.1,20,2,0,667,1,0,0.132,0.55,252,0.003968,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22500,60,14.99,535.16,3,3,78875,201410,24.39,200004,16,0,10664,35.9,23,3,0,687,1,0,0.285261,0.695652,174,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,36,16.29,1235.52,3,10,108528,201304,19.11,198306,26,0,7251,26.2,64,3,0,702,1,0,0.322497,0.40625,358,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000,36,7.97,626.46,1,0,250000,201705,27.4,200406,18,0,5734,15.1,32,1,0,742,0,0,0.08,0.5625,155,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14000,60,12.99,318.48,2,6,45000,201403,28.11,199910,8,0,6300,43.4,27,2,0,697,1,0,0.311111,0.296296,173,0,0,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11450,36,17.86,413.15,4,5,52000,201504,20.47,200601,4,1,2082,46.3,5,0,1,672,0,0,0.220192,0.8,111,0.009009,0.009009,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,36,11.44,296.53,2,5,50000,201412,8.26,200510,9,0,7342,34,14,2,0,667,0,0,0.18,0.642857,110,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,36,12.99,101.07,3,10,43000,201410,2.6,198404,4,1,1119,32,32,5,1,662,1,0,0.069767,0.125,366,0.002732,0.002732,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,36,6.99,771.82,1,2,120000,201702,7.39,199808,7,0,12239,24.7,16,4,0,787,1,0,0.208333,0.4375,222,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,36,13.98,273.35,3,0,239000,201409,5.69,199602,4,0,40705,100.5,7,1,0,727,0,0,0.033473,0.571429,223,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5000,36,11.47,164.81,2,6,100000,201602,29.6,199003,16,1,11388,66,23,1,0,702,1,0,0.05,0.695652,311,0.003215,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,36,17.09,178.49,4,1,45000,201802,19.52,199211,9,0,12685,68.6,11,0,0,687,0,0,0.111111,0.818182,303,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000,36,7.89,312.86,1,1,130000,201606,14.9,198808,15,0,12938,32.3,50,6,0,692,1,0,0.076923,0.3,334,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8000,36,10.15,258.71,2,0,84000,201406,7.04,200611,10,0,5334,73.1,19,0,0,682,1,0,0.095238,0.526316,91,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,60,24.24,722.69,6,10,105500,201601,15.24,198810,30,1,26729,26.8,50,5,1,687,1,0,0.236967,0.6,327,0.003058,0.003058,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,60,15.61,723.34,4,2,146000,201507,30.45,200304,17,0,33814,53,32,5,0,702,1,0,0.205479,0.53125,147,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000,36,11.49,659.43,2,10,56000,201511,15.5,200504,18,0,15553,28.8,26,0,0,722,1,0,0.357143,0.692308,127,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000,36,11.47,329.62,2,2,48000,201603,16.33,200607,13,0,13437,70.7,25,0,0,662,1,0,0.208333,0.52,116,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6200,36,14.09,212.18,2,10,40000,201211,32.94,200102,13,0,33030,81.2,21,1,0,677,0,0,0.155,0.619048,141,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24000,60,8.39,491.13,2,10,100000,201603,19.58,200607,10,0,14256,60.7,20,2,0,692,0,0,0.24,0.5,116,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000,36,16.99,1069.44,4,10,116000,201410,11.76,199902,16,0,21580,70.1,30,3,0,677,0,0,0.258621,0.533333,188,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3600,36,12.99,121.29,3,7,40000,201408,16.65,199601,7,1,7662,56.8,21,3,1,692,1,0,0.09,0.333333,223,0.004484,0.004484,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22000,60,22.4,612.64,5,9,70000,201402,29.61,199209,16,0,25683,82.3,49,2,0,692,1,0,0.314286,0.326531,257,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,9.99,387.15,2,0,75000,201510,12.26,200206,7,0,7528,77.6,14,0,0,692,0,0,0.16,0.5,160,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,36,14.16,856.39,3,3,65000,201404,31.89,200011,11,0,19252,73.8,58,1,0,702,1,0,0.384615,0.189655,161,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4900,36,11.53,161.66,2,0,105450,201509,18.65,196606,10,0,18753,61.9,22,2,0,672,0,0,0.046468,0.454545,591,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17000,36,12.62,569.7,3,6,75000,201707,25.68,200305,15,1,13830,37.3,26,1,1,722,1,0,0.226667,0.576923,170,0.005882,0.005882,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,36,10.99,84.3,2,10,70000,201507,9.91,198412,9,0,12541,64.6,20,2,0,697,1,0,0.036786,0.45,367,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,36,13.05,606.93,2,2,61440,201308,12.83,200809,8,0,12637,70.2,10,0,0,677,0,0,0.292969,0.8,59,0,0,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28000,60,11.67,618.19,2,10,84000,201410,13.54,199301,11,0,13609,84,37,7,0,667,1,0,0.333333,0.297297,261,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,8.38,378.15,2,1,47000,201512,16.32,200012,7,1,4006,33.7,20,0,1,707,1,0,0.255319,0.35,180,0.005556,0.005556,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,36,10.99,425.55,2,8,155000,201511,19.5,199809,12,0,52716,88.4,46,6,0,697,0,0,0.083871,0.26087,206,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12500,36,10.99,409.18,2,8,50000,201402,27.03,200108,16,0,16854,42.7,21,0,0,667,0,0,0.25,0.761905,150,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,7.9,312.91,1,0,58000,201403,22.04,200006,14,0,4226,34.1,19,0,0,737,0,0,0.172414,0.736842,165,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,36,13.67,510.27,3,10,79500,201603,16.37,200010,15,1,26392,73.3,25,5,0,672,1,0,0.188679,0.6,185,0.005405,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,36,17.86,1262.88,4,10,85000,201510,2.27,200201,3,0,7579,57,6,1,0,672,1,0,0.411765,0.5,165,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000,60,14.99,594.62,3,10,108000,201410,3.59,199101,6,0,14984,81.9,25,7,0,662,1,0,0.231481,0.24,285,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000,36,12.49,367.94,2,6,57000,201410,15.75,200205,10,0,8274,32.2,31,1,0,672,0,0,0.192982,0.322581,149,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8150,36,12.85,274.02,2,6,64500,201401,11.81,200103,17,1,6426,28.9,33,0,1,662,0,0,0.126357,0.515152,154,0.006494,0.006494,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5500,36,8.67,174.06,2,0,32178,201501,22.75,200708,7,0,5187,69.2,12,0,0,702,0,0,0.170924,0.583333,89,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
