length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,label
69,42,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.086956522,0.0,0,0,0,1,0,3,0,0,0,0,1,0,6,2,2,3,2,15,13,15,8.666666667000001,8.75,8.5,0,0,0,0,0,0,0,25,3993,5707171,0,1,0,1
47,7,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.14893617,0.14285714300000002,0,0,0,0,0,1,0,1,0,0,1,0,3,0,1,4,1,29,4,29,11.33333333,4.0,15.0,0,0,0,0,0,0,0,35,2521,632751,0,1,7,1
51,12,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.176470588,0.75,0,0,1,1,1,3,0,0,0,0,2,1,11,1,2,2,2,20,3,20,4.272727273,2.25,5.428571429,0,0,0,0,0,2,1,0,-1,0,1,1,0,1
38,30,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.026315789,0.033333333,0,0,0,0,0,3,0,0,0,0,0,0,4,1,2,2,0,8,8,0,4.75,4.75,0.0,0,0,0,0,0,0,0,78,1017,0,0,1,0,1
59,12,0,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.033898305,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,3,1,3,1,13,4,13,5.125,3.5,5.666666667,0,0,0,0,0,0,0,0,11271,25936,0,0,5,0
40,23,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.075,0.130434783,0,0,0,0,0,3,1,0,0,0,0,0,5,5,2,2,3,13,13,5,5.0,5.666666667,4.0,1,0,0,0,0,0,0,644,1547,4639,0,1,2,1
38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,12,12,0,13,13,0,12.5,12.5,0.0,0,0,0,0,0,0,0,291,4823,761464,0,1,2,1
58,40,0,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.051724138,0.075,0,0,0,0,0,3,0,0,1,0,0,0,8,3,1,1,2,9,9,7,5.0,5.166666667,4.5,3,0,0,0,0,0,0,228,5615,0,0,1,5,1
27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,0,163,1297,0,0,0,0,0
49,25,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,4,5,4,15,15,6,6.8,10.0,4.666666667,0,0,0,0,0,0,0,137,6073,14284,0,0,5,0
50,25,0,2,1,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.06,0.0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,3,5,3,8,8,8,5.666666667,6.666666667,4.666666667,0,0,0,0,0,0,1,-1,-1,590567,0,1,2,1
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,0,346,5027,130992,0,0,5,0
31,23,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,1,0,1,0,3,0,4,4,0,8,8,0,5.666666667,5.666666667,0.0,0,1,0,0,0,0,0,360,7309,0,0,1,5,1
34,7,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.029411765,0.14285714300000002,0,0,0,0,0,1,1,0,0,0,1,0,5,0,3,4,3,5,4,5,3.8,4.0,3.75,0,0,0,0,0,0,0,136,6438,0,0,1,3,0
131,54,1,5,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.122137405,0.0,0,0,0,1,0,3,1,0,0,0,0,0,14,5,2,3,2,17,13,17,7.428571429,7.5,7.375,0,0,0,0,0,0,0,25,3992,5697976,0,1,0,1
74,32,1,3,1,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0.175675676,0.40625,0,0,0,0,0,3,1,0,0,0,0,0,7,5,3,3,4,13,13,13,7.857142857,8.666666667000001,7.25,0,0,0,0,0,0,0,655,1536,4558,0,1,2,1
48,31,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.096774194,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,13,3,13,13,5,8.5,13.0,4.0,1,0,0,0,0,0,0,644,1547,4639,0,1,2,1
68,37,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,3,3,6,29,29,8,10.4,16.0,6.666666667,0,0,0,0,0,0,0,1548,2105,0,0,0,0,1
36,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0.0,0,0,0,0,0,0,0,775,-1,1009883,0,0,4,0
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,0,26,1801,668078,0,0,2,0
21,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.14285714300000002,0.0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,4,4,5,5,4,5,4.5,4.0,5.0,0,0,0,0,0,0,1,0,-1,469408,0,1,6,1
39,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,18,2,18,18,4,8.0,18.0,3.0,0,0,0,0,0,0,0,261,834,2151511,0,1,1,1
31,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,0,520,4594,0,0,0,2,0
33,23,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0.090909091,0.130434783,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,10,10,0,9.0,9.0,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
50,42,0,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.08,0.095238095,0,0,0,0,0,2,0,0,0,0,0,0,7,0,3,3,0,9,9,0,4.571428571,4.571428571,0.0,0,0,0,0,0,0,0,218,5992,0,0,0,5,1
57,27,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,4,3,3,4,19,19,8,8.2,11.0,6.333333333,2,0,0,0,0,0,0,3258,2950,369766,0,0,4,0
18,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,0,0,128,1333,1290341,0,0,1,0
35,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,4,3,3,3,8,8,5,8,5.0,4.0,8.0,1,0,0,0,0,0,0,565,896,457413,0,0,2,1
86,15,0,3,0,1,1,0,0,1,0,0,1,6,0,1,0,0,0,1,0,1,0,0,1,0.023255814,0.0,0,0,1,0,0,3,0,0,1,0,0,0,11,1,2,11,2,14,11,14,5.909090909,11.0,5.4,0,0,0,0,0,0,0,329,35,0,0,1,0,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,0,339,4774,0,0,0,1,0
126,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.222222222,0.0,0,0,0,1,0,3,1,0,0,0,0,0,12,2,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0,0,0,0,0,0,0,25,3993,5707171,0,1,0,1
124,46,1,5,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.193548387,0.0,0,0,0,1,0,3,0,0,0,0,0,0,13,6,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,0,25,3992,5707171,0,1,0,1
43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.069767442,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,1,3,1,11,7,11,5.4,5.0,5.666666667,0,1,0,0,0,0,0,207,5636,2,0,0,10,0
44,14,1,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.159090909,0.0,0,0,0,0,0,3,0,0,0,0,2,0,6,0,2,2,3,8,8,7,4.833333333,5.0,4.75,0,0,0,0,0,0,0,146,7160,2358,0,1,3,0
38,31,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,10,10,0,16,16,0,13.0,13.0,0.0,0,0,0,0,0,0,0,1976,7155,251093,0,0,4,0
22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.045454545,0.071428571,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,0,278,86,0,0,0,0,0
23,6,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3,3,5,3,5,3.666666667,3.0,4.0,0,0,0,0,0,0,0,456,5387,0,0,1,1,1
36,27,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,1,0,2795,1253797,0,0,3,0
25,9,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,4,0,1,1,3,4,4,4,3.0,2.5,3.5,0,0,0,0,0,0,1,0,-1,5597380,0,1,0,1
33,26,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,6,6,0,15,15,0,10.5,10.5,0.0,0,1,0,0,0,0,0,1050,5158,0,0,0,8,0
31,22,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,3,3,0,8,8,0,5.333333333,5.333333333,0.0,0,0,0,0,0,0,0,360,6946,828187,0,0,4,0
556,25,1,5,24,0,1,9,0,10,7,0,5,5,0,2,0,0,0,1,0,1,0,1,0,0.356115108,0.0,0,0,1,0,0,3,0,0,1,0,0,0,64,141,1,5,1,64,15,64,7.5,10.0,7.419354838999999,2,1,0,0,0,0,0,349,6590,30,0,1,4,0
88,21,0,3,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,11,3,2,3,2,13,13,10,6.090909091,8.0,5.666666667,3,0,0,0,0,0,0,265,1196,0,0,1,0,1
51,22,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,4,4,3,3,9,14,14,9,8.75,8.5,9.0,0,0,0,0,0,0,0,2370,7856,152679,0,0,4,0
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,0,663,2258,417663,0,0,3,0
45,34,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3,30,3,30,30,3,16.5,30.0,3.0,0,0,0,0,0,0,0,113,3175,0,0,0,0,1
33,22,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,18,2,18,18,2,10.0,18.0,2.0,0,0,0,0,0,0,0,291,440,0,0,1,0,1
46,27,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.02173913,0.037037037,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,2,10,10,7,4.833333333,5.0,4.5,2,0,0,0,0,0,0,217,5627,0,0,1,5,1
52,16,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0.211538462,0.0625,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,4,3,13,8,13,7.6,6.0,8.666666667000001,0,0,0,0,0,0,0,0,2345,0,0,1,0,1
20,12,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,3,4,2,2,0,3,3,0,2.333333333,2.333333333,0.0,0,0,0,0,0,0,0,189,4193,2122361,0,0,1,0
45,13,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,0,0,0,1,0,6,3,2,3,2,8,6,8,4.666666667,4.5,4.75,0,0,0,0,0,0,0,150,6382,200403,0,1,3,1
22,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,12,12,0,12,12,0,12.0,12.0,0.0,0,0,0,0,0,0,1,0,-1,128597,0,0,4,0
82,18,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.048780488,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,4,3,3,3,14,10,14,7.875,6.5,8.333333332999999,0,0,0,0,0,0,0,985,5223,136,0,0,8,0
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,0,-1,524317,0,0,3,0
26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,0,237,7432,1468946,0,0,5,0
29,14,0,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.103448276,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,3,1,4,4,3,2.75,3.5,2.0,0,0,0,0,0,0,0,2261,8756,84082,0,0,5,0
31,17,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,2,5,2,5,5,3,3.75,5.0,2.5,0,0,0,0,0,0,0,364,6211,0,0,1,0,1
47,10,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.404255319,0.0,0,0,0,0,0,2,1,1,0,0,0,0,6,1,3,3,3,10,3,10,5.333333333,3.0,6.5,0,0,0,0,0,0,1,0,199,0,0,0,0,1
105,17,0,3,1,1,1,0,0,1,2,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,14,8,2,14,2,14,14,13,5.714285714,14.0,5.076923077,4,0,0,0,0,0,0,140,4609,0,0,1,3,1
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,0,3076,4594,165714,0,0,4,0
21,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,0,405,8725,287481,0,0,4,0
47,15,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,11,3,11,11,9,7.75,11.0,6.666666667,0,0,0,0,0,0,0,379,7657,433,0,0,7,0
45,17,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,3,3,5,9,9,6,5.8,6.0,5.666666667,0,0,0,0,0,0,0,361,-2,0,0,1,0,1
74,19,0,1,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,2,15,2,15,15,10,6.875,15.0,5.714285714,4,0,0,0,0,0,0,1270,2381,0,0,1,2,1
44,18,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,1,3,1,10,10,7,5.4,6.5,4.666666667,0,0,0,0,0,0,0,942,5997,5471,0,0,7,0
93,14,0,2,8,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.064516129,0.0,0,0,0,0,0,2,1,0,0,0,0,0,12,3,3,3,4,10,6,10,5.833333333,4.5,6.1,0,0,0,0,0,0,0,314,6991,4524,0,0,5,0
38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,22,22,0,12.5,12.5,0.0,0,0,0,0,0,0,0,174,7495,0,0,0,4,0
44,28,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,4,4,2,3,2,20,20,5,7.5,11.5,3.5,0,0,0,0,0,0,0,390,5088,53595,0,1,5,0
104,24,1,7,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0.153846154,0.0,0,0,1,0,0,3,0,0,1,0,1,0,10,5,3,5,3,21,7,21,8.3,6.0,9.285714286000001,0,1,0,0,0,0,0,2975,8347,1,0,0,10,1
45,24,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,2,3,2,16,16,6,6.0,9.5,3.666666667,1,0,0,0,0,0,0,199,2722,0,0,1,0,1
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,0,222,3430,670713,0,0,5,0
34,17,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,11,3,11,11,4,6.0,11.0,3.5,0,0,0,0,0,0,0,1825,1461,648670,0,1,2,1
42,34,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.023809524,0.029411765,0,0,0,0,0,2,0,0,0,0,1,0,4,1,5,5,0,10,10,0,6.75,6.75,0.0,0,0,0,0,0,0,0,116,7189,490968,1,1,2,1
73,36,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,7,7,9,7,22,22,10,11.2,15.5,8.333333332999999,0,1,0,0,0,0,0,587,7448,0,0,0,8,0
34,20,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,5,13,13,5,7.0,8.0,5.0,0,0,0,0,0,0,1,0,-1,8010635,0,1,0,1
71,20,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.042253521,0.0,0,0,0,0,0,2,1,0,0,0,1,0,8,3,2,3,2,12,12,11,6.625,7.5,6.333333333,1,0,0,0,0,0,0,507,4971,0,0,0,5,0
32,10,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,3,6,3,6,6,5,4.5,6.0,4.0,0,0,0,0,0,0,0,351,-1,0,0,1,0,1
62,17,0,3,4,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0.33870967700000004,0.0,0,0,0,0,0,3,0,0,0,0,1,0,11,2,1,4,1,8,8,7,3.727272727,6.0,3.222222222,0,0,0,0,0,0,0,305,8459,420,0,0,7,0
19,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,3,3,0,3.0,3.0,0.0,0,0,0,0,0,0,1,0,-1,1993,0,0,4,0
29,20,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,1,0,-1,155748,0,0,4,0
48,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,12,12,6,5.166666667,7.5,4.0,0,0,0,0,0,0,0,3479,8048,2604,0,0,6,0
102,20,0,2,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,1,0.019607843,0.0,0,0,0,0,0,2,0,0,0,0,0,0,13,2,3,16,3,16,16,9,6.076923077000001,16.0,5.25,0,0,0,0,0,0,0,199,1993,0,0,1,0,1
28,21,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,8,8,0,8.0,8.0,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
50,33,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,4,16,16,4,5.666666667,6.5,4.0,0,0,0,0,0,0,0,230,5614,8029411,0,1,5,1
35,22,0,2,1,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,3,1,7,7,1,4.25,5.333333333,1.0,0,1,0,0,0,0,0,1048,5160,0,0,0,8,0
54,36,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.111111111,0.166666667,0,0,0,0,0,3,0,0,1,0,0,0,8,1,1,1,4,7,7,4,4.375,4.5,4.0,0,0,0,0,0,0,0,231,5612,0,0,1,5,1
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,0,224,2332,1056076,0,0,3,0
40,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,24,24,0,13.5,13.5,0.0,0,0,0,0,0,0,0,228,2328,149650,0,0,3,0
35,28,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,15,15,0,11.5,11.5,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
46,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,12,12,6,4.833333333,7.5,3.5,0,0,0,0,0,0,0,3483,8044,2580,0,0,6,0
72,38,0,5,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.083333333,0.15789473699999998,0,0,1,0,0,3,0,0,1,0,0,0,9,1,1,1,3,17,8,17,5.777777778,4.833333333,7.666666667,0,0,0,0,0,0,0,217,5626,0,0,1,5,1
120,17,0,4,1,1,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,15,2,2,14,2,15,14,15,6.333333333,14.0,5.785714286,4,0,0,0,0,0,0,139,4609,0,0,1,3,1
35,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0.0,0,0,0,0,0,0,0,409,5069,0,0,0,2,0
66,38,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,8,3,1,1,4,15,7,15,6.0,4.833333333,9.5,0,0,0,0,0,0,0,228,5616,0,0,1,5,1
17,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,1,0,-1,47113,0,0,3,0
