dur,proto_tcp,proto_udp,proto_other,service_none,service_http,service_dns,service_other,state_FIN,state_INT,state_other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.125,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.061224,0.061224,0.066667,0.048387,0.081633,0.04918,1
0.017525,1,0,0,0,0,0,1,1,0,0,0.000074,0.000096,0.000022,0.000751,0.001523,0.004273,0.00087,1,0.305544,0.837795,1,0.027872,0.039095,0,0.016129,0,0,0,0.016129,0.061224,0.016393,1
0.993396,0,1,0,0,0,1,0,0,0,1,0.000619,0,0.000001,0,0,0.00056,0,0,0,0,0,0.03399,0,0,0.112903,0.469388,0.142857,0.155556,0.112903,0.142857,0.42623,1
0,0,0,1,1,0,0,0,0,1,0,0.000013,0,0.111111,0,0,0,0,0,0,0,0,0.042148,0,0,0.048387,0.040816,0.061224,0.044444,0.032258,0.061224,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.306122,0.306122,0.333333,0.532258,0.306122,0.540984,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.709677,0.22449,0.22449,0.244444,0.709677,0.22449,0.721311,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.25,0,0,0,0,0,0,0,0,0.048946,0,0,0.096774,0.061224,0.061224,0.066667,0.096774,0.102041,0.098361,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.112903,0.061224,0.061224,0.066667,0.225806,0.061224,0.114754,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.166667,0,0,0,0,0,0,0,0,0.019714,0,0,0.483871,0.591837,0.591837,0.311111,0.483871,0.591837,0.491803,1
0.0124,1,0,0,0,1,0,0,1,0,0,0.000068,0.00005,0.000023,0.000501,0.000381,0.003248,0.00088,1,0.511075,0.834812,1,0.032631,0.030178,0.5,0,0,0,0,0,0,0,1
0.020316,1,0,0,0,0,0,1,1,0,0,0.000788,0.000264,0.000035,0.002254,0.003045,0.001905,0.000388,1,0.933866,0.488247,1,0.216859,0.064472,0,0,0,0,0,0,0,0,1
0.009601,1,0,0,0,1,0,0,1,0,0,0.000077,0.000038,0.000026,0.000501,0.000381,0.00286,0.001062,1,0.004999,0.905064,1,0.038749,0.030864,0.5,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.25,0,0,0,0,0,0,0,0,0.038069,0,0,0.016129,0,0.020408,0,0,0.020408,0,1
0.008652,1,0,0,0,1,0,0,1,0,0,0.000075,0.000185,0.000033,0.000501,0.000761,0.002321,0.000409,1,0.552236,0.352379,1,0.03739,0.112483,0.5,0.080645,0.020408,0.020408,0.022222,0.080645,0.020408,0.081967,1
0,0,1,0,1,0,0,0,0,1,0,0.0001,0,0.25,0,0,0,0,0,0,0,0,0.354181,0,0,0.112903,0.040816,0.020408,0,0.129032,0.040816,0.114754,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.2,0,0,0,0,0,0,0,0,0.048946,0,0,0.032258,0,0,0,0.048387,0,0.032787,1
0.034566,1,0,0,0,0,0,1,1,0,0,0.001871,0.000238,0.000027,0.003506,0.003045,0.003534,0.000865,1,0.333669,0.164406,1,0.375255,0.052812,0,0,0,0,0,0,0,0,1
0.027519,1,0,0,1,0,0,0,1,0,0,0.000045,0.00005,0.00001,0.000501,0.000381,0.008338,0.001672,1,0.577768,0.439241,1,0.016315,0.030178,0,0.048387,0.020408,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.5,0.632653,0.632653,0.333333,0.516129,0.632653,0.508197,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.111111,0,0,0,0,0,0,0,0,0.038069,0,0,0.080645,0,0,0,0,0,0,1
0.013675,1,0,0,1,0,0,0,1,0,0,0.000069,0.000091,0.00003,0.001002,0.001142,0.002699,0.000547,1,0.740764,0.741163,1,0.018355,0.037037,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.5,0.346939,0.306122,0.333333,0.5,0.326531,0.508197,1
0.12042,1,0,0,0,0,0,1,1,0,0,0.000341,0.00028,0.000006,0.001753,0.003045,0.02848,0.005721,1,0.162305,0.441341,1,0.104691,0.056927,0,0.016129,0,0.020408,0,0,0.020408,0,1
0.030658,1,0,0,1,0,0,0,1,0,0,0.025443,0.000208,0.000132,0.025545,0.000381,0.000673,0.000311,1,0.230347,0.475536,1,0.846363,0.029492,0,0.080645,0,0,0,0.016129,0,0.016393,1
0.103225,1,0,0,0,0,0,1,1,0,0,0.000128,0.000232,0.000008,0.001753,0.003426,0.012105,0.111308,1,0.509724,0.528584,1,0.016995,0.05144,0,0,0.020408,0,0,0.016129,0.020408,0,1
0.988818,0,0,1,1,0,0,0,0,1,0,0.00305,0,0.000002,0,0,0.000431,0,0,0,0,0,0.165874,0,0,0,0,0,0,0.016129,0,0,1
0.070885,1,0,0,0,1,0,0,1,0,0,0.000561,0.15311,0.00022,0.000501,0.153026,0.001165,0.003364,1,0.352208,0.695279,1,0.012237,0.921125,0,0,0,0,0,0,0,0.016393,1
0.010619,1,0,0,1,0,0,0,1,0,0,0.000134,0.00005,0.000027,0.000501,0.000381,0.002914,0.00062,1,0.464851,0.271987,1,0.079538,0.030178,0,0.032258,0,0,0,0,0.020408,0,1
0.006661,1,0,0,1,0,0,0,1,0,0,0.000068,0.000038,0.000038,0.000501,0.000381,0.001688,0.000628,1,0.650794,0.440376,1,0.032631,0.030864,0,0.048387,0.020408,0,0,0.032258,0,0.04918,1
0.000001,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.030303,0,0,0,0,0,0,0,0,0.019714,0,0,0.483871,0.326531,0.306122,0.333333,0.5,0.326531,0.491803,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.166667,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.306122,0.306122,0.133333,0.274194,0.306122,0.278689,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.306122,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.673469,0.673469,0.333333,0.532258,0.693878,0.540984,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.177778,0.241935,0.306122,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.467742,0.265306,0.265306,0.288889,0.467742,0.285714,0.47541,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.451613,0.183673,0.183673,0.2,0.451613,0.183673,0.459016,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.346939,0.326531,0.355556,0.370968,0.346939,0.360656,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.346939,0.346939,0.377778,0.274194,0.367347,0.278689,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.244898,0.244898,0.266667,0.516129,0.244898,0.52459,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.080645,0.102041,0.102041,0.111111,0.096774,0.102041,0.081967,1
0.016729,1,0,0,1,0,0,0,1,0,0,0.000135,0.000101,0.000019,0.000501,0.000761,0.466276,0.123527,1,0.19359,0.888203,1,0.063902,0.061728,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.040816,0.04918,1
0.003203,1,0,0,0,1,0,0,1,0,0,0.000099,0.000038,0.000078,0.000501,0.000381,0.000725,0.000314,1,0.164395,0.071363,1,0.054385,0.030864,0.5,0,0,0,0,0,0,0,1
0.006285,1,0,0,1,0,0,0,1,0,0,0.00005,0.000038,0.00004,0.000501,0.000381,0.002291,0.000674,1,0.804921,0.512486,1,0.019714,0.030864,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.166667,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0,0,0,0.016129,0.020408,0.016393,1
0.080213,1,0,0,0,0,0,1,1,0,0,0.000283,0.060136,0.000085,0.001753,0.063951,0.002556,0.008029,1,0.179612,0.612811,1,0.010877,0.859396,0,0,0,0,0,0,0.040816,0,1
0.014839,1,0,0,1,0,0,0,1,0,0,0.000047,0.00005,0.000019,0.000501,0.000381,0.003412,0.000958,1,0.832054,0.775305,1,0.017675,0.030178,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.081633,0.061224,0.066667,0.112903,0.081633,0.065574,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.020408,0.020408,0.022222,0.064516,0.020408,0.065574,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.064516,0.020408,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.387097,0.489796,0.489796,0.222222,0.387097,0.714286,0.393443,1
0.035907,1,0,0,0,1,0,0,1,0,0,0.000073,0.000504,0.00001,0.000501,0.001142,0.010261,0.072229,1,0.691409,0.885599,1,0.03603,0.20439,0.5,0.016129,0,0,0,0,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.673469,0.673469,0.333333,0.532258,0.673469,0.540984,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.020408,0.04918,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.112903,0.061224,0.020408,0.022222,0.193548,0.061224,0.114754,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.166667,0,0,0,0,0,0,0,0,0.048946,0,0,0.112903,0.102041,0.102041,0.111111,0.112903,0.122449,0.114754,1
0.004191,1,0,0,1,0,0,0,1,0,0,0.000149,0.000038,0.00006,0.000501,0.000381,0.000888,0.000267,1,0.395451,0.948551,1,0.090415,0.030864,0,0.129032,0.040816,0.040816,0,0.129032,0.040816,0.131148,1
0.163309,1,0,0,0,0,0,1,1,0,0,0.000423,0.101629,0.000067,0.001753,0.105063,0.003919,0.012708,1,0.867466,0.231626,1,0.010877,0.888203,0,0,0,0,0,0,0,0,1
0.096566,1,0,0,0,1,0,0,1,0,0,0.000084,0.00005,0.000003,0.000501,0.000381,0.032938,0.008519,1,0.429038,0.285781,1,0.044188,0.030178,0.5,0.016129,0.040816,0.040816,0,0,0.040816,0,1
0.02364,1,0,0,0,0,0,1,1,0,0,0.007857,0.000303,0.000074,0.009016,0.003045,0.001034,0.00029,1,0.111957,0.790144,1,0.700884,0.052812,0,0,0.020408,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.306122,0.245902,1
0.013641,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000021,0.000501,0.000381,0.004454,0.000745,1,0.663062,0.925799,1,0.019035,0.030178,0,0.048387,0,0,0,0,0.020408,0,1
0.024092,1,0,0,1,0,0,0,1,0,0,0.000089,0.000112,0.000015,0.000751,0.000761,0.004646,0.001161,1,0.072436,0.481386,1,0.03671,0.05487,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.177419,0.22449,0.22449,0.244444,0.177419,0.244898,0.180328,1
0.024118,1,0,0,0,0,0,1,1,0,0,0.000094,0.000555,0.000028,0.001753,0.003045,0.002991,0.000626,1,0.846335,0.116189,1,0.012916,0.135117,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.333333,0,0,0,0,0,0,0,0,0.038069,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.326531,0.306122,0.333333,0.241935,0.306122,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.326531,0.306122,0.333333,0.241935,0.326531,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.387755,0.387755,0.222222,0.532258,0.387755,0.540984,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.451613,0.244898,0.244898,0.266667,0.451613,0.265306,0.459016,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.1,0,0,0,0,0,0,0,0,0.038069,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.125,0,0,0,0,0,0,0,0,0.048946,0,0,0.096774,0.040816,0.040816,0.044444,0.112903,0.061224,0.098361,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.129032,0.040816,0.020408,0.022222,0.193548,0.040816,0.131148,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.166667,0,0,0,0,0,0,0,0,0.019714,0,0,0.419355,0.44898,0.44898,0.2,0.419355,0.44898,0.42623,1
0.959103,0,1,0,0,0,1,0,0,0,1,0.00055,0,0,0,0,0.002027,0,0,0,0,0,0.133243,0,0,0.032258,0.040816,0.040816,0.044444,0.032258,0.040816,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.33871,0.428571,0.428571,0.288889,0.33871,0.428571,0.344262,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.33871,0.306122,0.306122,0.333333,0.33871,0.306122,0.344262,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.2,0,0,0,0,0,0,0,0,0.038069,0,0,0.064516,0,0,0,0,0.040816,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.403226,0.326531,0.306122,0.333333,0.403226,0.306122,0.409836,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.306122,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.258065,0.346939,0.326531,0.355556,0.258065,0.326531,0.262295,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.265306,0.265306,0.288889,0.274194,0.285714,0.278689,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,1,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0.020408,0,0,0.032258,0.020408,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.44898,0.44898,0.2,0.354839,0.44898,0.360656,1
0.024769,1,0,0,0,0,0,1,1,0,0,0.000107,0.000227,0.000029,0.001753,0.003426,0.002716,0.020464,1,0.355908,0.244563,1,0.016995,0.050069,0,0,0.020408,0,0,0.016129,0.040816,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.166667,0,0,0,0,0,0,0,0,0.019714,0,0,0.290323,0.367347,0.367347,0.2,0.290323,0.367347,0.295082,1
0.130944,0,0,1,1,0,0,0,0,1,0,0.001031,0,0.000005,0,0,0.00016,0,0,0,0,0,0.165874,0,0,0,0,0,0,0,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.5,0.346939,0.306122,0.333333,0.5,0.306122,0.508197,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.467742,0.306122,0.306122,0.333333,0.467742,0.306122,0.47541,1
0.00805,1,0,0,0,0,0,1,1,0,0,0.00003,0.000038,0.000027,0.00025,0.000381,0.002848,0.000734,1,0.191758,0.352967,1,0.012237,0.030864,0,0.016129,0.040816,0,0,0.032258,0.061224,0.016393,1
0.037587,0,0,1,1,0,0,0,0,1,0,0.000268,0,0.000008,0,0,0.000189,0,0,0,0,0,0.089055,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.322581,0.306122,0.306122,0.333333,0.322581,0.306122,0.327869,1
0.016574,1,0,0,1,0,0,0,1,0,0,0.000101,0.000105,0.000019,0.000751,0.000761,0.002974,0.000869,1,0.243917,0.580382,1,0.044188,0.063786,0,0.048387,0,0,0,0.048387,0.020408,0.04918,1
0.041505,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000007,0.000501,0.000381,0.012193,0.002489,1,0.025468,0.761147,1,0.019035,0.030178,0,0.032258,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.419355,0.285714,0.285714,0.311111,0.419355,0.285714,0.42623,1
0.009723,1,0,0,0,1,0,0,1,0,0,0.000075,0.000668,0.000033,0.000501,0.001142,0.002445,0.017596,1,0.330377,0.66988,1,0.038069,0.325103,0.5,0,0,0,0,0,0.040816,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.081633,0.04918,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0,0,0,0.064516,0.040816,0.065574,1
0,0,1,0,1,0,0,0,0,1,0,0.000193,0,0.090909,0,0,0,0,0,0,0,0,0.687288,0,0,0.403226,0.265306,0.265306,0,0.403226,0.265306,0.409836,1
0.004959,1,0,0,1,0,0,0,1,0,0,0.000046,0.000038,0.00005,0.000501,0.000381,0.001118,0.000345,1,0.258827,0.915506,1,0.016995,0.030864,0,0.032258,0.020408,0.020408,0,0.032258,0.061224,0.032787,1
0,0,0,1,1,0,0,0,0,1,0,0.00001,0,0.111111,0,0,0,0,0,0,0,0,0.03399,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.040816,0.040816,0.044444,0.241935,0.040816,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.193548,0.244898,0.244898,0.155556,0.193548,0.244898,0.196721,1
0.06164,1,0,0,1,0,0,0,1,0,0,0.000115,0.008242,0.000022,0.001503,0.010278,0.005907,0.02676,1,0.628434,0.616427,1,0.016315,0.690672,0,0.032258,0,0,0,0,0,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.326531,0.245902,1
0.012395,1,0,0,1,0,0,0,1,0,0,0.000039,0.00006,0.000023,0.000501,0.000761,0.002905,0.000678,1,0.202672,0.547354,1,0.011557,0.036351,0,0.016129,0,0,0,0,0,0.065574,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.596774,0.040816,0.040816,0.044444,0.596774,0.040816,0.606557,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.306122,0.245902,1
0.005582,1,0,0,0,1,0,0,1,0,0,0.000072,0.0002,0.000051,0.000501,0.000761,0.001344,0.000345,1,0.624542,0.265183,1,0.03603,0.122085,0.5,0,0,0,0,0,0,0,1
0.012065,1,0,0,0,1,0,0,1,0,0,0.000072,0.000038,0.000021,0.000501,0.000381,0.002656,0.000885,1,0.575891,0.737149,1,0.03535,0.030864,0.5,0.016129,0,0,0,0,0.020408,0,1
0.033184,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000009,0.000501,0.000381,0.009397,0.001938,1,0.891667,0.338951,1,0.019035,0.030178,0,0.032258,0,0.020408,0,0,0.040816,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.467742,0.326531,0.326531,0.355556,0.467742,0.326531,0.47541,1
0.048069,1,0,0,0,0,0,1,1,0,0,0.000117,0.00023,0.000016,0.001753,0.003426,0.004398,0.00116,1,0.886006,0.390737,1,0.016995,0.050754,0,0,0,0,0,0.032258,0,0,1
0.003123,1,0,0,0,1,0,0,1,0,0,0.000078,0.000038,0.00008,0.000501,0.000381,0.000716,0.000315,1,0.60286,0.108919,1,0.040109,0.030864,0.5,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.166667,0,0,0,0,0,0,0,0,0.038069,0,0,0.080645,0,0,0,0,0,0.016393,1
0.015813,1,0,0,1,0,0,0,1,0,0,0.000068,0.000038,0.000016,0.000501,0.000381,0.00404,0.001455,1,0.54787,0.222187,1,0.032631,0.030864,0,0.032258,0,0,0,0.032258,0,0.032787,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.061224,0.061224,0.066667,0.064516,0.061224,0.065574,1
0.003163,1,0,0,0,1,0,0,1,0,0,0.000139,0.000038,0.000079,0.000501,0.000381,0.000722,0.000319,1,0.24631,0.779884,1,0.082937,0.030864,0.5,0,0,0,0,0.016129,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.306452,0.346939,0.346939,0.377778,0.306452,0.367347,0.311475,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.346939,0.346939,0.377778,0.274194,0.346939,0.278689,1
0.00535,1,0,0,1,0,0,0,1,0,0,0.004155,0.000062,0.000153,0.004257,0.000381,0.000555,0.000306,1,0.682346,0.401236,1,0.723997,0.030178,0,0.032258,0,0,0,0.032258,0,0.032787,1
0.017945,1,0,0,0,1,0,0,1,0,0,0.000072,0.000178,0.000016,0.000501,0.000761,0.004109,0.001102,1,0.050463,0.295252,1,0.03603,0.108368,0.5,0.048387,0,0,0,0.048387,0,0.04918,1
0.973519,0,0,1,1,0,0,0,0,0,1,0.00129,0,0.000001,0,0,0.000994,0,0,0,0,0,0.165874,0,0,0,0,0,0,0,0.020408,0,1
0.013137,1,0,0,1,0,0,0,1,0,0,0.00669,0.000086,0.000093,0.006762,0.000381,0.000936,0.000358,1,0.186269,0.237883,1,0.777702,0.030178,0,0.177419,0,0,0,0.016129,0.061224,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.326531,0.245902,1
0.01353,1,0,0,1,0,0,0,1,0,0,0.000187,0.000104,0.000023,0.000751,0.000761,0.002492,0.00066,1,0.780981,0.179883,1,0.094494,0.0631,0,0.032258,0,0,0,0.032258,0,0.032787,1
0.005349,1,0,0,0,1,0,0,1,0,0,0.000078,0.000038,0.000047,0.000501,0.000381,0.001106,0.000391,1,0.691469,0.520911,1,0.040109,0.030864,0.5,0,0,0,0,0,0.489796,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.451613,0.326531,0.285714,0.311111,0.5,0.326531,0.459016,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.435484,0.22449,0.22449,0.066667,0.435484,0.22449,0.442623,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0.020408,0.020408,0.022222,0.096774,0.020408,0.081967,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.346939,0.346939,0.244444,0.274194,0.367347,0.278689,1
0.014922,1,0,0,0,1,0,0,1,0,0,0.000074,0.000301,0.000021,0.000501,0.000761,0.004969,0.000696,1,0.412506,0.831316,1,0.03739,0.146091,0.5,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000115,0,0.090909,0,0,0,0,0,0,0,0,0.407886,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.1,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.346939,0.346939,0.377778,0.370968,0.387755,0.377049,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.612903,0.55102,0.55102,0.244444,0.612903,0.55102,0.622951,1
0.011843,1,0,0,1,0,0,0,1,0,0,0.000104,0.000119,0.00003,0.000751,0.000761,0.002745,0.000588,1,0.931212,0.696348,1,0.045547,0.057613,0,0.064516,0.040816,0.040816,0,0.064516,0.040816,0.065574,1
0.032657,1,0,0,0,1,0,0,1,0,0,0.000077,0.00005,0.000009,0.000501,0.000381,0.008331,0.002024,1,0.277365,0.450853,1,0.038749,0.030178,0.5,0,0,0,0,0,0.020408,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0,0,0,0.064516,0.020408,0.065574,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0.112903,0.102041,0.102041,0.111111,0.112903,0.122449,0.114754,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.265306,0.265306,0.288889,0.370968,0.265306,0.377049,1
