proto=udp,proto=tcp,proto=icmp,duration,orig_bytes,resp_bytes,conn_st=S0,conn_st=SF,conn_st=other,missed_bytes,history=D,history=Dd,history=S,history=other,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006282,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006211,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006254,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.00623,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.008252,0.077731,0.001473,0,0,1,0,0,0,0,1,0.001761,0.002769,0.038043,0.003635,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.008192,0.078782,0.001479,0,0,1,0,0,0,0,1,0.001957,0.003028,0.032609,0.003333,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006279,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006193,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006197,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.0062,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006252,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006166,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006152,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006156,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006236,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006134,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.00621,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.002227,0.078782,0.001479,0,0,1,0,0,0,0,1,0.00137,0.002187,0.032609,0.003333,1
0,1,0,0.006241,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006158,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006261,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006168,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006242,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006206,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006146,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006267,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006269,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.00622,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.065736,0.065126,0.001638,0,0,1,0,0,0,0,1,0.00137,0.002123,0.032609,0.003487,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006222,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.002147,0.078782,0.001479,0,0,1,0,0,0,0,1,0.001566,0.002441,0.032609,0.003333,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006243,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006158,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006141,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.005962,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006137,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006187,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.034491,0.092437,0.009448,0,1,0,0,0,0,0,1,0.006654,0.007182,0.326087,0.023421,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006157,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.072441,0.065126,0.001638,0,0,1,0,0,0,0,1,0.001761,0.00271,0.032609,0.003487,1
0,1,0,0.006133,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006189,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.002201,0.078782,0.001479,0,0,1,0,0,0,0,1,0.00137,0.002187,0.032609,0.003333,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000196,0,0,1
0,1,0,0.006231,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006185,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006183,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006269,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.00622,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006247,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006165,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.006262,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006264,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0.006224,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.006178,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,0.005963,0,0,1,0,0,0,0,0,1,0,0.000587,0.000881,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,0.000196,0.000294,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
